STATE_NAME,PMGSY_SCHEME,NO_OF_ROAD_WORK_SANCTIONED,LENGTH_OF_ROAD_WORK_SANCTIONED,NO_OF_BRIDGES_SANCTIONED,COST_OF_WORKS_SANCTIONED,NO_OF_ROAD_WORKS_COMPLETED,LENGTH_OF_ROAD_WORK_COMPLETED,NO_OF_BRIDGES_COMPLETED,EXPENDITURE_OCCURED,NO_OF_ROAD_WORKS_BALANCE,LENGTH_OF_ROAD_WORK_BALANCE,NO_OF_BRIDGES_BALANCE,COST_PER_KM,COMPLETION_RATE_ROAD,COMPLETION_RATE_BRIDGES,EXPENDITURE_PER_KM
Tamil Nadu,PMGSY-III,36,164.34,2,101.52025,21,91.38,0,47.2546,15,72.95,2,0.6177452233175125,0.5560423512230741,0.0,0.517121908513898
Tamil Nadu,PMGSY-I,117,349.742,0,74.25392,117,349.683,0,61.4774,0,0.0,0,0.21231056035591947,0.9998313042185382,0.0,0.17580894696053284
Tamil Nadu,PMGSY-III,26,128.1,0,77.69685,18,61.15,0,35.2847,8,66.68,0,0.6065327868852459,0.47736143637782985,0.0,0.5770188062142273
Tamil Nadu,PMGSY-I,322,663.065,3,186.3543,322,652.911,3,178.5364,0,0.0,0,0.28104982166152637,0.9846862675604954,1.0,0.27344676380088556
Tamil Nadu,PMGSY-II,46,143.063,0,56.50137,46,142.868,0,59.5999,0,0.0,0,0.3949404807672145,0.998636964134682,0.0,0.41716759526276004
Tamil Nadu,PMGSY-III,36,122.502,1,71.82422,27,88.322,0,44.9358,9,34.194,1,0.5863105908474964,0.7209841471975968,0.0,0.508772446276126
Tamil Nadu,PMGSY-I,204,435.383,1,115.97783,204,432.471,1,107.1353,0,0.0,0,0.2663811632516658,0.9933116359619003,1.0,0.24772828698340466
Tamil Nadu,PMGSY-II,36,136.746,0,47.95317,36,136.746,0,49.144,0,0.0,0,0.35067329208898246,1.0,0.0,0.3593816272505228
Tamil Nadu,PMGSY-III,19,59.845,2,55.4926,14,41.115,0,22.3931,5,18.73,2,0.9272721196424096,0.6870248141030997,0.0,0.5446455065061413
Telangana,PMGSY-I,186,654.472,28,193.42658,180,578.392,27,46.6758,6,30.75,1,0.2955459973841509,0.883753621239717,0.9642857142857143,0.08069924895226767
Telangana,PMGSY-II,2,18.99,2,19.2077,2,16.041,2,17.5167,0,0.0,0,1.0114639283833597,0.8447077409162718,1.0,1.0919955115017768
Telangana,PMGSY-III,7,60.545,7,62.04833,4,44.62,1,35.7106,3,15.05,6,1.0248299611858949,0.736972499793542,0.14285714285714285,0.8003272075302555
Telangana,PMGSY-I,168,712.02,24,251.4457,167,675.957,24,135.4048,1,4.35,0,0.3531441532541221,0.949351141821859,1.0,0.20031570055491696
Telangana,PMGSY-II,3,33.52,1,31.4236,3,30.52,1,21.5232,0,0.0,0,0.9374582338902148,0.9105011933174223,1.0,0.70521625163827
Telangana,RCPLWEA,30,239.41,38,331.14342,5,103.89,15,118.3253,25,134.77,23,1.3831645294682762,0.4339417735265862,0.39473684210526316,1.1389479256906343
Telangana,PMGSY-III,13,94.782,9,87.07731,9,76.014,5,49.321,4,18.12,4,0.9187114642020637,0.8019877191871875,0.5555555555555556,0.6488410029731365
Telangana,PMGSY-I,83,270.489,6,44.4377,83,266.892,6,87.5639,0,0.0,0,0.16428653290891682,0.9867018621829354,1.0,0.3280873911544745
Telangana,PMGSY-II,3,22.83,0,11.44,3,21.717,0,10.3955,0,0.0,0,0.5010950503723172,0.9512483574244416,0.0,0.47868029654187966
Telangana,PMGSY-III,12,65.539,5,56.98604,2,20.86,0,18.3085,10,44.464,5,0.8694981614000824,0.3182837699690261,0.0,0.8776845637583892
Telangana,PMGSY-I,88,280.49,8,93.59945,88,277.926,8,15.4745,0,0.0,0,0.33369977539306217,0.9908588541480979,1.0,0.055678489957758544
Telangana,PMGSY-II,3,16.675,1,9.695,3,16.69,1,8.4956,0,0.0,0,0.5814092953523239,1.0008995502248876,1.0,0.5090233672857998
Telangana,PMGSY-III,13,137.128,0,98.54163,9,110.917,0,81.8864,4,23.714,0,0.7186105682282248,0.8088574178869379,0.0,0.7382673530658059
Telangana,PMGSY-I,53,190.555,7,56.47182,53,190.805,7,71.8479,0,0.0,0,0.29635443835113223,1.0013119571777178,1.0,0.3765514530541652
Telangana,PMGSY-II,2,21.95,0,16.5554,2,20.345,0,16.187,0,0.0,0,0.7542323462414579,0.926879271070615,0.0,0.7956254608011798
Telangana,RCPLWEA,11,78.7,4,94.07464,2,33.55,2,51.4233,9,44.77,2,1.1953575603557813,0.42630241423125786,0.5,1.5327362146050671
Telangana,PMGSY-III,3,26.067,0,19.118,0,0.1,0,7.117,3,25.967,0,0.7334177312310584,0.0038362680784133196,0.0,71.17
Telangana,PMGSY-I,25,151.925,1,31.8538,25,146.475,1,60.6567,0,0.0,0,0.2096679282540727,0.9641270363666281,1.0,0.4141095750128008
Telangana,PMGSY-II,2,22.86,0,9.1898,2,21.366,0,7.2018,0,0.0,0,0.4020034995625547,0.9346456692913386,0.0,0.3370682392586352
Telangana,PMGSY-III,7,37.176,1,18.63608,1,10.1,0,6.7208,6,27.076,1,0.5012933075102216,0.271680654185496,0.0,0.6654257425742575
Telangana,PMGSY-I,162,417.72,8,78.3256,162,415.72,8,14.6649,0,0.0,0,0.18750742123910752,0.9952121038015895,1.0,0.03527590686038679
Telangana,PMGSY-II,4,36.94,1,24.3256,4,36.94,1,24.8706,0,0.0,0,0.6585165132647537,1.0,1.0,0.6732701678397401
Telangana,PMGSY-III,11,83.208,4,59.17634,8,72.593,0,44.145,3,7.934,4,0.7111857032977599,0.8724281319103933,0.0,0.608116485060543
Telangana,PMGSY-I,65,170.461,7,30.67287,65,170.612,7,49.1757,0,0.0,0,0.17994069024586268,1.000885833123119,1.0,0.2882311912409444
Telangana,PMGSY-II,3,27.18,0,13.8392,3,26.431,0,13.3442,0,0.0,0,0.509168506254599,0.9724429727740986,0.0,0.5048692822821687
Telangana,PMGSY-III,11,56.933,1,30.88998,0,5.033,0,7.1799,11,51.9,1,0.5425672281453638,0.08840215692129345,0.0,1.4265646731571626
Telangana,PMGSY-I,135,423.151,9,108.162,135,419.051,9,37.213,0,0.0,0,0.25561088122206965,0.990310787402133,1.0,0.08880303352097955
Telangana,PMGSY-II,6,69.14,1,49.8709,6,66.773,1,35.9228,0,0.0,0,0.7213031530228522,0.9657651142609198,1.0,0.5379839156545311
Telangana,PMGSY-III,16,115.803,7,99.76101,3,98.153,2,64.5692,13,17.2,5,0.8614717235304785,0.8475859865461172,0.2857142857142857,0.657842348170713
Telangana,PMGSY-I,157,779.469,45,280.28829,144,696.027,41,342.4843,13,64.023,4,0.3595887585009795,0.8929502007135627,0.9111111111111111,0.49205605529670543
Telangana,RCPLWEA,31,262.66,33,407.15149,3,110.759,4,127.0604,28,151.756,29,1.55010846721998,0.42168202238635494,0.12121212121212122,1.1471790102835886
Telangana,PMGSY-III,6,41.09,2,25.49702,3,22.939,0,7.0669,3,17.2,2,0.6205164273545875,0.5582623509369676,0.0,0.30807358646845984
Telangana,PMGSY-I,43,181.035,4,42.3286,43,175.095,4,71.2372,0,0.0,0,0.23381445576822163,0.9671886651752424,1.0,0.4068488534795397
Telangana,PMGSY-II,3,21.7,0,13.1705,3,19.126,0,9.0315,0,0.0,0,0.6069354838709677,0.8813824884792627,0.0,0.47221060336714415
Telangana,PMGSY-III,11,69.748,9,70.60881,4,40.246,3,41.667,7,28.421,6,1.0123417158914951,0.5770201296094511,0.3333333333333333,1.0353078566814093
Telangana,PMGSY-I,177,418.395,6,163.28082,175,402.179,6,204.4024,2,10.56,0,0.3902551894740616,0.9612423666630815,1.0,0.5082373768893951
Telangana,PMGSY-II,4,24.805,0,12.7995,4,24.35,0,11.496,0,0.0,0,0.5160048377343278,0.9816569240072567,0.0,0.47211498973305954
Telangana,RCPLWEA,1,38.4,0,37.0495,0,17.642,0,15.103,1,20.758,0,0.9648307291666668,0.4594270833333333,0.0,0.8560820768620337
Telangana,PMGSY-III,15,103.632,12,96.02237,2,29.605,0,53.1691,13,73.854,12,0.9265706538520919,0.2856743090937162,0.0,1.7959500084445195
Telangana,PMGSY-I,83,399.965,24,162.07359,81,368.755,22,204.0665,2,12.999,2,0.4052194317002738,0.9219681722150689,0.9166666666666666,0.5533931743298396
Telangana,PMGSY-II,1,5.35,0,2.645,1,5.35,0,1.9849,0,0.0,0,0.494392523364486,1.0,0.0,0.37100934579439254
Telangana,RCPLWEA,21,144.886,21,220.6134,0,66.124,6,92.479,21,78.762,15,1.522668856894386,0.45638640034233807,0.2857142857142857,1.3985693545460045
Telangana,PMGSY-III,11,81.154,12,66.56117,8,68.335,4,24.4122,3,12.676,8,0.8201834783251597,0.8420410577420706,0.3333333333333333,0.3572429940733153
Telangana,PMGSY-I,99,314.96,6,60.9081,99,311.917,5,110.1285,0,0.0,1,0.19338360426720855,0.9903384556769114,0.8333333333333334,0.3530698871815259
Telangana,PMGSY-II,4,32.8,0,17.6255,4,31.112,0,14.8315,0,0.0,0,0.5373628048780488,0.9485365853658537,0.0,0.47671316533813324
Telangana,PMGSY-III,9,64.266,0,34.61625,4,44.603,0,23.7926,5,18.006,0,0.53864018298945,0.6940372825444246,0.0,0.5334304867385602
Telangana,PMGSY-I,15,24.04,0,2.5764,15,24.04,0,5.6566,0,0.0,0,0.10717138103161399,1.0,0.0,0.23529950083194676
Telangana,PMGSY-II,2,15.59,1,14.3107,2,12.282,1,10.2042,0,0.0,0,0.9179409878127005,0.7878127004490058,1.0,0.8308255984367366
Telangana,PMGSY-III,3,19.0,0,12.84368,2,12.227,0,5.844,1,5.9,0,0.6759831578947368,0.6435263157894737,0.0,0.4779586161773125
Telangana,PMGSY-I,68,215.437,4,89.7022,67,210.833,4,99.0521,1,2.68,0,0.4163732320817687,0.978629483329233,1.0,0.46981307480328033
Telangana,PMGSY-II,2,12.6,0,9.5286,2,12.57,0,8.3201,0,0.0,0,0.7562380952380954,0.9976190476190476,0.0,0.6619013524264121
Telangana,RCPLWEA,52,259.64,16,308.80704,1,105.4,5,120.1855,51,154.13,11,1.1893661993529503,0.4059466954244339,0.3125,1.1402798861480077
Telangana,PMGSY-III,2,13.55,0,8.805,0,0.1,0,3.8183,2,13.45,0,0.6498154981549815,0.007380073800738007,0.0,38.18299999999999
Telangana,PMGSY-I,47,246.22,3,53.8064,47,240.37,3,95.9604,0,0.0,0,0.2185297701242791,0.9762407602956705,1.0,0.3992195365478221
Telangana,PMGSY-II,3,35.165,0,18.185,3,34.405,0,15.9254,0,0.0,0,0.5171335134366557,0.978387601308119,0.0,0.46288039529138203
Telangana,PMGSY-III,11,70.486,4,51.73822,9,65.379,0,34.8401,2,3.125,4,0.7340212240728655,0.9275458956388503,0.0,0.5328943544563238
Telangana,PMGSY-I,128,618.22,11,139.1826,128,609.341,11,83.8783,0,0.0,0,0.2251344181682896,0.9856377988418362,1.0,0.13765412141969766
Telangana,PMGSY-II,14,88.6,0,38.6273,14,86.467,0,30.2596,0,0.0,0,0.4359740406320542,0.9759255079006772,0.0,0.3499554743428129
Telangana,PMGSY-III,20,134.721,6,93.76009,5,41.545,0,29.148,15,92.476,6,0.6959574973463677,0.30837805538854374,0.0,0.7016006739679865
Telangana,PMGSY-I,26,122.97,1,22.2787,26,117.61,1,44.413,0,0.0,0,0.181171830527771,0.956412133040579,1.0,0.37762945327778247
Telangana,PMGSY-II,3,30.29,0,18.952,3,29.853,0,14.4262,0,0.0,0,0.6256850445691648,0.9855727963024101,0.0,0.4832412152882457
Telangana,PMGSY-III,8,48.322,3,39.08121,7,38.626,0,21.2664,1,8.687,3,0.8087664003973345,0.7993460535573857,0.0,0.5505721534717548
Telangana,PMGSY-I,74,272.87,13,92.9709,70,255.516,12,124.5224,4,14.034,1,0.340714992487265,0.9364019496463517,0.9230769230769231,0.4873369965090249
Telangana,PMGSY-II,1,9.4,0,2.42,1,4.71,0,2.3232,0,0.0,0,0.2574468085106383,0.5010638297872341,0.0,0.49324840764331207
Telangana,PMGSY-III,8,65.29,3,43.44925,2,59.93,0,34.2154,6,5.26,3,0.6654809312298973,0.9179047327308928,0.0,0.5709227432004005
Telangana,PMGSY-I,194,444.95,10,67.6443,194,446.98,10,133.9151,0,0.0,0,0.1520267445780425,1.0045623103719519,1.0,0.29959975837845093
Telangana,PMGSY-II,6,60.15,4,49.2662,6,61.01,4,46.307,0,0.0,0,0.8190556940980881,1.0142975893599335,1.0,0.7590067202098018
Telangana,PMGSY-III,15,104.393,4,66.5664,9,72.106,0,38.5823,6,30.991,4,0.6376519498433804,0.6907168105141148,0.0,0.5350775247552215
Telangana,PMGSY-I,63,159.708,0,22.7232,63,157.155,0,40.031,0,0.0,0,0.14227966038019385,0.9840145766022992,0.0,0.25472304412840824
Telangana,PMGSY-II,3,22.95,1,13.7895,3,20.073,1,12.1216,0,0.0,0,0.6008496732026144,0.8746405228758171,1.0,0.6038758531360534
Telangana,PMGSY-III,9,48.181,2,31.19386,3,35.703,0,21.1277,6,11.221,2,0.6474307299557918,0.7410182437060253,0.0,0.5917625969806458
Telangana,PMGSY-I,49,151.225,4,28.7581,49,143.795,4,53.3743,0,0.0,0,0.19016763101339065,0.9508679120515787,1.0,0.37118328175527665
Telangana,PMGSY-II,2,23.18,0,14.2471,2,21.224,0,12.9352,0,0.0,0,0.6146289905090595,0.9156169111302848,0.0,0.6094609875612514
Telangana,PMGSY-III,12,80.699,4,58.18098,0,31.167,0,15.3653,12,49.532,4,0.7209628372098786,0.3862129642250834,0.0,0.49299900535823143
Telangana,PMGSY-I,108,437.925,22,100.8337,108,430.273,22,185.4617,0,0.0,0,0.2302533538847976,0.982526688359879,1.0,0.431032623473934
Telangana,PMGSY-II,7,64.62,2,39.096,7,60.159,2,36.0022,0,0.0,0,0.6050139275766016,0.9309656453110491,1.0,0.5984507721205473
Telangana,PMGSY-III,19,118.317,4,88.03751,15,106.37,1,68.2313,4,8.9,3,0.7440816619758783,0.8990254992942689,0.25,0.6414524772022187
Telangana,PMGSY-I,147,414.57,9,94.1774,147,405.846,9,182.4015,0,0.0,0,0.22716887377282488,0.9789565091540633,1.0,0.44943525376620685
Telangana,PMGSY-II,5,35.75,0,22.3813,5,34.782,0,18.0143,0,0.0,0,0.6260503496503497,0.9729230769230768,0.0,0.5179201886033006
Telangana,PMGSY-III,19,121.317,10,103.71032,6,87.122,0,43.5526,13,32.214,10,0.8548704633316023,0.7181351335756737,0.0,0.49990358348063635
Telangana,PMGSY-I,99,407.205,6,104.5496,99,400.715,6,191.7028,0,0.0,0,0.2567493031765327,0.9840620817524343,1.0,0.4784018566811824
Telangana,PMGSY-II,6,55.34,1,30.2683,6,52.275,1,27.4082,0,0.0,0,0.546951572099747,0.9446151066136609,1.0,0.5243079866092779
Telangana,PMGSY-III,13,112.806,6,92.27847,1,48.45,0,51.684,12,64.356,6,0.8180280304239136,0.4294984309345248,0.0,1.066749226006192
Telangana,PMGSY-I,92,404.38,0,82.0688,92,394.4,0,164.8189,0,0.0,0,0.20294970077649735,0.9753202433354765,0.0,0.41789781947261667
Telangana,PMGSY-II,6,39.72,0,19.7316,6,39.72,0,13.9825,0,0.0,0,0.4967673716012085,1.0,0.0,0.3520266868076536
Telangana,PMGSY-III,17,97.085,2,56.5596,1,51.911,0,35.4089,16,45.771,2,0.5825781531647526,0.5346964000618015,0.0,0.6821078384157501
Telangana,PMGSY-I,84,263.114,11,49.4155,84,250.595,11,-157.4155,0,0.0,0,0.18781022674582123,0.9524198636332541,1.0,-0.6281669626289431
Telangana,PMGSY-II,3,27.65,0,16.1464,3,27.65,0,14.4262,0,0.0,0,0.5839566003616636,1.0,0.0,0.52174321880651
Telangana,PMGSY-III,13,93.085,2,60.13381,7,70.713,0,44.5016,6,20.693,2,0.6460096685824784,0.7596605253263147,0.0,0.6293269978646078
Telangana,PMGSY-I,25,106.049,2,20.8285,25,101.24,2,9.949,0,0.0,0,0.19640449226301046,0.9546530377467018,1.0,0.09827143421572501
Telangana,PMGSY-II,1,6.82,0,4.0783,1,6.2,0,2.8984,0,0.0,0,0.597991202346041,0.9090909090909091,0.0,0.4674838709677419
Telangana,PMGSY-III,11,49.94,4,37.41594,4,17.943,0,15.8849,7,30.12,4,0.7492178614337205,0.35929114937925516,0.0,0.8852978877556706
Telangana,PMGSY-I,86,191.539,4,52.7477,86,191.579,4,85.5197,0,0.0,0,0.2753888242081247,1.00020883475428,1.0,0.4463939158258473
Telangana,PMGSY-II,4,27.51,1,16.3862,4,23.9,1,13.4793,0,0.0,0,0.5956452199200291,0.8687749909123954,1.0,0.5639874476987449
Telangana,PMGSY-III,16,104.89,7,104.21227,2,81.321,0,56.7211,14,23.169,7,0.9935386595480981,0.7752979311659833,0.0,0.6974963416583663
Telangana,PMGSY-I,34,86.149,0,11.6626,34,85.905,0,23.1814,0,0.0,0,0.1353770792464219,0.9971676978258599,0.0,0.2698492520807869
Telangana,PMGSY-III,5,34.5,3,34.8,2,20.387,0,15.1003,3,13.9,3,1.008695652173913,0.5909275362318841,0.0,0.7406827880512091
Telangana,PMGSY-I,61,260.179,1,40.5621,61,267.105,1,-267.0415,0,0.0,0,0.15590074525615058,1.0266201345996413,1.0,-0.9997622657756312
Telangana,PMGSY-II,6,34.0,1,16.2395,6,31.98,1,14.415,0,0.0,0,0.47763235294117645,0.9405882352941176,1.0,0.4507504690431519
Telangana,PMGSY-III,15,69.49,5,60.61963,10,41.211,0,28.9042,5,24.505,5,0.8723504101309542,0.5930493596200892,0.0,0.7013709931814321
Tripura,PMGSY-I,177,827.804,5,548.78394,163,704.704,3,469.727,14,63.218,2,0.6629394639310755,0.8512933013128712,0.6,0.6665592929797476
Tripura,PMGSY-II,4,47.662,1,70.73037,3,15.159,0,28.1417,1,32.164,1,1.4839992027191473,0.3180521169904746,0.0,1.856435121050201
Tripura,PMGSY-III,12,106.886,3,104.16121,0,0.0,0,0.0,12,106.886,3,0.9745075126770578,0.0,0.0,0.0
Tripura,PMGSY-I,186,796.534,11,498.7943,186,765.916,10,481.2544,0,0.0,1,0.6262059121142349,0.9615609628716415,0.9090909090909091,0.628338355642133
Tripura,PMGSY-II,7,54.642,0,53.23826,7,53.899,0,56.8263,0,0.0,0,0.9743102375462097,0.9864024010834157,0.0,1.0543108406463941
Tripura,PMGSY-III,20,148.475,1,144.96541,0,7.279,0,5.3773,20,141.196,1,0.976362417915474,0.04902508839872032,0.0,0.7387415853826075
Tripura,PMGSY-I,139,423.274,5,251.40723,139,414.635,5,245.9693,0,0.0,0,0.593958594196667,0.9795900527790509,1.0,0.5932188551376512
Tripura,PMGSY-II,6,24.681,0,25.23502,5,23.961,0,24.8776,1,0.578,0,1.0224472266115634,0.9708277622462622,0.0,1.0382538291390178
Tripura,PMGSY-III,13,92.749,2,92.56916,0,1.5,0,6.1187,13,91.249,2,0.9980610033531359,0.01617268110707393,0.0,4.079133333333333
Tripura,PMGSY-I,121,485.811,8,323.1304,109,437.29,5,273.8052,12,45.417,3,0.6651360302669146,0.9001237106611419,0.625,0.6261410048251732
Tripura,PMGSY-II,4,20.642,0,20.93553,4,20.642,0,21.8013,0,0.0,0,1.0142200368181378,1.0,0.0,1.056162193585893
Tripura,PMGSY-III,7,41.024,0,37.89487,0,4.265,0,12.1875,7,36.759,0,0.9237244052262089,0.10396353354134165,0.0,2.8575615474794844
Tripura,PMGSY-I,207,648.341,4,388.9445,207,614.046,4,404.3257,0,0.0,0,0.5999073018673815,0.9471034532753598,1.0,0.6584615810541881
Tripura,PMGSY-II,4,24.428,0,26.37909,4,24.428,0,28.9564,0,0.0,0,1.0798710496151958,1.0,0.0,1.1853774357294906
Tripura,PMGSY-III,15,114.393,0,101.17027,0,0.0,0,0.0,15,114.393,0,0.8844096229664403,0.0,0.0,0.0
Tripura,PMGSY-I,281,1007.773,15,671.5744,281,992.179,14,648.2745,0,0.0,1,0.6663945154315505,0.9845262772469593,0.9333333333333333,0.6533846211217935
Tripura,PMGSY-II,6,60.36,0,65.09914,6,59.166,0,70.4353,0,0.0,0,1.0785145791915176,0.9802186878727633,0.0,1.1904691883852212
Tripura,PMGSY-III,14,144.105,0,138.01054,0,26.34,0,20.1115,14,117.765,0,0.9577081988827592,0.18278338711356304,0.0,0.7635345482156416
Tripura,PMGSY-I,82,276.206,7,187.76862,80,263.809,6,172.0437,2,3.951,1,0.6798136897822639,0.9551168330883472,0.8571428571428571,0.6521525042739253
Tripura,PMGSY-II,3,17.488,0,16.9733,3,17.488,0,17.8044,0,0.0,0,0.9705683897529734,1.0,0.0,1.018092406221409
Tripura,PMGSY-III,6,41.55,0,37.37701,0,0.0,0,0.0,6,41.55,0,0.899567027677497,0.0,0.0,0.0
Tripura,PMGSY-I,168,465.545,6,274.9518,168,443.853,6,247.1325,0,0.0,0,0.5906019826225176,0.9534051488040898,1.0,0.5567890720576407
Tripura,PMGSY-II,8,57.33,0,54.70353,7,53.118,0,45.053,1,4.393,0,0.9541868131868132,0.9265306122448981,0.0,0.8481682292254978
Tripura,PMGSY-III,13,91.965,0,90.85092,0,0.0,0,15.6293,13,91.965,0,0.9878858261295058,0.0,0.0,15.6293
Uttar Pradesh,PMGSY-I,321,805.525,0,165.8724,321,789.429,0,150.3296,0,0.0,0,0.2059183762142702,0.9800180006827846,0.0,0.1904282715735044
Uttar Pradesh,PMGSY-II,16,122.005,0,101.2449,16,120.971,0,79.9155,0,0.0,0,0.8298422195811648,0.9915249375025614,0.0,0.6606170073819344
Uttar Pradesh,PMGSY-III,47,393.52,0,308.27603,28,378.258,0,209.0114,19,11.577,0,0.7833808446838788,0.9612167107135596,0.0,0.5525630654209561
Uttar Pradesh,PMGSY-I,205,690.625,0,184.3754,205,682.44,0,175.3916,0,0.0,0,0.2669689049773756,0.9881484162895928,0.0,0.2570066232928902
Uttar Pradesh,PMGSY-II,11,105.85,0,54.49746,11,105.85,0,48.1263,0,0.0,0,0.5148555503070382,1.0,0.0,0.45466509211147854
Uttar Pradesh,PMGSY-III,38,335.29,0,229.302,38,334.62,0,156.4677,0,0.0,0,0.6838915565629753,0.998001729845805,0.0,0.4675981710597095
Uttar Pradesh,PMGSY-I,204,584.768,0,179.7895,204,572.209,0,168.0181,0,0.0,0,0.30745440927000106,0.9785231065995402,0.0,0.2936306489412086
Uttar Pradesh,PMGSY-II,17,108.825,0,65.43626,17,103.845,0,50.0185,0,0.0,0,0.6012980473236849,0.9542384562370778,0.0,0.48166498146275705
Uttar Pradesh,PMGSY-III,27,181.33,0,132.15772,25,161.633,0,95.2218,2,15.3,0,0.7288243533888491,0.8913748414492914,0.0,0.58912350819449
Uttar Pradesh,PMGSY-I,227,694.668,0,223.5321,227,687.159,0,215.5701,0,0.0,0,0.32178263573390453,0.9891905197878699,0.0,0.3137121102976167
Uttar Pradesh,PMGSY-II,17,106.3,0,71.95935,17,106.275,0,64.0155,0,0.0,0,0.6769459078080904,0.9997648165569145,0.0,0.6023570924488356
Uttar Pradesh,PMGSY-III,43,301.508,0,247.0922,27,252.53,0,154.7865,16,47.103,0,0.8195212067341497,0.8375565490799581,0.0,0.6129430166712866
Uttar Pradesh,PMGSY-I,140,378.67,0,105.0773,140,369.13,0,96.9338,0,0.0,0,0.2774904270208889,0.9748065598014102,0.0,0.26260070977704336
Uttar Pradesh,PMGSY-II,7,58.75,0,36.4278,7,58.365,0,28.0419,0,0.0,0,0.6200476595744681,0.9934468085106384,0.0,0.48045746594705724
Uttar Pradesh,PMGSY-III,10,62.285,0,47.9342,7,53.58,0,22.9049,3,8.985,0,0.769594605442723,0.8602392229268685,0.0,0.4274897349757373
Uttar Pradesh,PMGSY-I,246,821.71,0,249.8483,246,817.005,0,240.9513,0,0.0,0,0.30405897457740566,0.9942741356439619,0.0,0.2949202269263958
Uttar Pradesh,PMGSY-II,13,94.1,0,66.2903,13,93.87,0,59.98,0,0.0,0,0.7044665249734325,0.9975557917109459,0.0,0.6389687866197933
Uttar Pradesh,PMGSY-III,39,278.575,0,197.3226,28,253.391,0,119.8673,11,24.534,0,0.7083284573274702,0.9095970564479943,0.0,0.4730527130008564
Uttar Pradesh,PMGSY-I,370,1023.18,0,281.2348,370,1011.782,0,262.8165,0,0.0,0,0.27486346488398916,0.9888602200981256,0.0,0.25975605416977177
Uttar Pradesh,PMGSY-II,15,113.7,0,60.2784,15,111.54,0,54.9629,0,0.0,0,0.5301530343007915,0.9810026385224274,0.0,0.4927640308409539
Uttar Pradesh,PMGSY-III,81,561.83,0,449.77695,46,280.32,0,160.7698,35,274.58,0,0.8005570190271077,0.4989409607888507,0.0,0.5735224029680366
Uttar Pradesh,PMGSY-I,250,596.54,0,119.03666,250,587.249,0,114.3385,0,0.0,0,0.19954514366178297,0.9844251852348544,0.0,0.19470190668694198
Uttar Pradesh,PMGSY-II,9,70.05,0,35.45431,9,69.43,0,29.5615,0,0.0,0,0.5061286224125625,0.9911491791577446,0.0,0.42577416102549326
Uttar Pradesh,PMGSY-III,22,143.705,0,96.9952,21,140.279,0,78.474,1,1.402,0,0.6749605093768484,0.9761594934066316,0.0,0.5594137397614753
Uttar Pradesh,PMGSY-I,222,532.58,0,119.8807,222,529.97,0,117.4999,0,0.0,0,0.2250942581396222,0.9950993278005182,0.0,0.22171047417778364
Uttar Pradesh,PMGSY-II,16,118.61,0,51.37971,16,117.696,0,48.9855,0,0.0,0,0.4331819408144339,0.9922940730123936,0.0,0.41620360929853184
Uttar Pradesh,PMGSY-III,12,72.715,0,31.08809,12,72.635,0,28.3587,0,0.0,0,0.42753338375850924,0.9988998143436705,0.0,0.39042747986507875
Uttar Pradesh,PMGSY-I,260,938.632,0,325.7493,260,921.943,0,312.4871,0,0.0,0,0.34704687246972193,0.9822198689156134,0.0,0.3389440561943634
Uttar Pradesh,PMGSY-II,12,101.075,1,64.5484,12,98.849,1,60.6683,0,0.0,0,0.6386188473905515,0.9779767499381647,1.0,0.6137472306244879
Uttar Pradesh,PMGSY-III,43,354.029,0,289.68228,33,326.325,0,236.7414,10,25.018,0,0.8182444940951165,0.9217465235898754,0.0,0.725477361526086
Uttar Pradesh,PMGSY-I,227,527.491,0,156.7021,226,516.362,0,143.2851,1,8.7,0,0.297070660921229,0.9789020097025352,0.0,0.27748962936854377
Uttar Pradesh,PMGSY-II,15,99.65,0,62.4179,15,97.229,0,56.6339,0,0.0,0,0.6263712995484194,0.9757049673858504,0.0,0.5824795071429306
Uttar Pradesh,PMGSY-III,32,233.075,0,146.6125,23,186.345,0,83.1662,9,46.7,0,0.6290357181164862,0.7995065965890809,0.0,0.4463022887654619
Uttar Pradesh,PMGSY-I,195,607.479,0,189.1193,195,599.137,0,179.4222,0,0.0,0,0.3113182513304987,0.986267838065184,0.0,0.2994677344246809
Uttar Pradesh,PMGSY-II,16,109.975,0,74.6984,16,108.375,0,67.6892,0,0.0,0,0.6792307342577859,0.985451238917936,0.0,0.6245831603229527
Uttar Pradesh,PMGSY-III,32,217.102,0,163.43264,14,125.637,0,56.5317,18,91.415,0,0.7527919595397554,0.5787003344050262,0.0,0.4499606007784331
Uttar Pradesh,PMGSY-I,141,469.34,0,134.1771,141,455.706,0,142.0221,0,0.0,0,0.2858846465249073,0.970950696723058,0.0,0.3116529077958157
Uttar Pradesh,PMGSY-II,12,97.62,0,56.1237,12,96.65,0,52.8161,0,0.0,0,0.574920098340504,0.9900635115754969,0.0,0.5464676668391102
Uttar Pradesh,PMGSY-III,21,163.367,0,136.6557,10,106.645,0,93.8024,11,56.722,0,0.8364951305955304,0.6527940159273293,0.0,0.879576163908294
Uttar Pradesh,PMGSY-I,321,1100.182,0,371.3929,321,1078.765,0,378.4339,0,0.0,0,0.33757405592892814,0.9805332208670929,0.0,0.35080290888191584
