STATE_NAME,PMGSY_SCHEME,NO_OF_ROAD_WORK_SANCTIONED,LENGTH_OF_ROAD_WORK_SANCTIONED,NO_OF_BRIDGES_SANCTIONED,COST_OF_WORKS_SANCTIONED,NO_OF_ROAD_WORKS_COMPLETED,LENGTH_OF_ROAD_WORK_COMPLETED,NO_OF_BRIDGES_COMPLETED,EXPENDITURE_OCCURED,NO_OF_ROAD_WORKS_BALANCE,LENGTH_OF_ROAD_WORK_BALANCE,NO_OF_BRIDGES_BALANCE,COST_PER_KM,COMPLETION_RATE_ROAD,COMPLETION_RATE_BRIDGES,EXPENDITURE_PER_KM
Chhattisgarh,PMGSY-II,7,69.425,0,40.3848,7,68.995,0,34.6997,0,0.0,0,0.5817039971191934,0.9938062657544113,0.0,0.502930647148344
Chhattisgarh,PMGSY-III,15,99.75,6,77.8226,15,95.785,0,50.2299,0,0.0,6,0.7801764411027569,0.960250626566416,0.0,0.524402568251814
Chhattisgarh,PMGSY-I,193,1159.785,23,394.4173,192,1087.362,21,380.2123,1,22.7,2,0.3400779454812745,0.9375548054165211,0.9130434782608695,0.3496648770142786
Chhattisgarh,PMGSY-II,5,77.09,0,46.5609,5,76.315,0,49.3132,0,0.0,0,0.6039810610974186,0.9899468154105591,0.0,0.6461796501343118
Chhattisgarh,PMGSY-III,19,227.08,15,124.8281,19,227.08,0,85.6092,0,0.0,15,0.5497097939052317,1.0,0.0,0.37700017614937464
Chhattisgarh,PM-JANMAN,35,65.295,0,93.0606,0,0.0,0,0.0,35,65.295,0,1.4252331725246954,0.0,0.0,0.0
Chhattisgarh,PMGSY-I,150,627.45,2,158.5502,150,599.16,2,159.7764,0,0.0,0,0.2526897760777751,0.9549127420511593,1.0,0.2666673342679752
Chhattisgarh,PMGSY-II,5,65.615,0,46.60519,5,66.12,0,44.8879,0,0.0,0,0.7102825573420712,1.0076964108816584,0.0,0.6788853599516032
Chhattisgarh,PMGSY-III,11,102.4,0,44.82817,11,102.4,0,42.6314,0,0.0,0,0.43777509765625,1.0,0.0,0.41632226562499997
Chhattisgarh,PM-JANMAN,7,26.02,0,93.0606,0,0.0,0,0.0,7,26.02,0,3.576502690238278,0.0,0.0,0.0
Chhattisgarh,PMGSY-I,369,1345.73,0,348.9464,369,1294.997,0,315.516,0,0.0,0,0.2592989678464476,0.9623007586960237,0.0,0.24364226326393035
Chhattisgarh,PMGSY-II,14,128.018,0,87.62729,14,127.665,0,66.1556,0,0.0,0,0.6844919464450312,0.9972425752628538,0.0,0.5181968433008264
Chhattisgarh,PMGSY-III,21,213.05,1,147.44477,21,214.07,0,123.5161,0,0.0,1,0.6920665102088711,1.0047876085425955,0.0,0.5769893025645817
Chhattisgarh,PMGSY-I,379,1922.406,18,662.97695,379,1837.145,18,636.3826,0,0.0,0,0.3448683316635508,0.955648806755701,1.0,0.34639758973842566
Chhattisgarh,PMGSY-II,8,100.56,0,68.7109,8,100.26,0,62.5739,0,0.0,0,0.6832826173428798,0.9970167064439142,0.0,0.6241162976261719
Chhattisgarh,PMGSY-III,27,317.848,10,247.41536,27,315.033,2,190.2859,0,0.0,8,0.7784077924039163,0.9911435654778384,0.2,0.6040189440471315
Chhattisgarh,PM-JANMAN,52,212.7,0,93.0606,0,0.0,0,0.0,52,212.7,0,0.43752045133991535,0.0,0.0,0.0
Chhattisgarh,PMGSY-I,498,2116.309,28,840.3478,482,2049.86,28,879.7735,16,39.9,0,0.39708180610676413,0.9686014660430022,1.0,0.4291871152176246
Chhattisgarh,PMGSY-II,4,57.6,0,29.874,4,57.4,0,33.9352,0,0.0,0,0.5186458333333333,0.9965277777777777,0.0,0.591205574912892
Chhattisgarh,RCPLWEA,124,690.725,36,512.91634,88,508.854,11,315.7854,36,177.415,25,0.7425767707843208,0.7366955011039125,0.3055555555555556,0.6205815420533198
Chhattisgarh,PMGSY-III,28,292.79,3,184.60504,28,294.04,1,168.8617,0,0.0,2,0.6305032275692476,1.0042692714915127,0.3333333333333333,0.5742813902870357
Chhattisgarh,PMGSY-I,349,1506.47,11,470.3142,349,1453.718,11,475.8791,0,0.0,0,0.31219619375095425,0.9649830398215696,1.0,0.3273531042471786
Chhattisgarh,PMGSY-II,8,116.1,0,67.3321,8,113.87,0,58.633,0,0.0,0,0.5799491817398794,0.9807924203273042,0.0,0.5149117414595592
Chhattisgarh,PMGSY-III,27,282.102,0,171.06871,27,279.842,0,138.8372,0,0.0,0,0.6064072923977852,0.9919887133022808,0.0,0.49612710029230783
Chhattisgarh,PM-JANMAN,47,186.195,0,93.0606,0,0.0,0,0.0,47,186.195,0,0.49980182067187623,0.0,0.0,0.0
Chhattisgarh,PMGSY-I,249,1201.185,12,457.53484,248,1144.046,12,513.4272,1,4.5,0,0.38090289172775216,0.9524311409150131,1.0,0.4487819545717567
Chhattisgarh,PMGSY-II,2,42.48,0,18.5461,2,42.48,0,22.2885,0,0.0,0,0.436584274952919,1.0,0.0,0.5246822033898305
Chhattisgarh,RCPLWEA,72,549.97,11,392.95706,61,474.05,3,263.3469,11,73.095,8,0.714506354892085,0.8619561066967288,0.2727272727272727,0.555525577470731
Chhattisgarh,PMGSY-III,27,269.89,4,191.5893,27,267.885,1,162.6728,0,0.0,3,0.7098792100485384,0.9925710474637816,0.25,0.6072486328088545
Chhattisgarh,PMGSY-I,395,1749.245,9,576.5879,395,1721.57,9,540.8512,0,0.0,0,0.32962100792056004,0.9841788886062273,1.0,0.3141616082994011
Chhattisgarh,PMGSY-II,9,113.93,0,79.16499,9,113.43,0,68.9137,0,0.0,0,0.6948564030545071,0.9956113402966734,0.0,0.6075438596491228
Chhattisgarh,PMGSY-III,25,270.065,5,172.543,25,271.085,2,142.0725,0,0.0,3,0.638894340251421,1.0037768685316497,0.4,0.5240883855617242
Chhattisgarh,PM-JANMAN,22,104.2,0,93.0606,0,0.0,0,0.0,22,104.2,0,0.8930959692898272,0.0,0.0,0.0
Chhattisgarh,PMGSY-I,228,1249.56,24,400.405,228,1237.032,24,413.6803,0,0.0,0,0.3204367937514005,0.9899740708729473,1.0,0.3344135802469136
Chhattisgarh,PMGSY-II,9,94.626,0,61.5114,9,94.626,0,55.8818,0,0.0,0,0.6500475556400989,1.0,0.0,0.5905543930843531
Chhattisgarh,PMGSY-III,21,303.27,14,237.54106,21,295.15,2,192.7973,0,0.0,12,0.7832659346456953,0.9732251788835031,0.14285714285714285,0.6532180247331866
Chhattisgarh,PM-JANMAN,43,178.648,0,93.0606,0,0.0,0,0.0,43,178.648,0,0.5209159912229636,0.0,0.0,0.0
Chhattisgarh,PMGSY-I,292,1151.28,16,348.5009,292,1102.227,16,323.8321,0,0.0,0,0.3027073344451393,0.9573926412341047,1.0,0.2937980107545905
Chhattisgarh,PMGSY-II,6,90.57,0,54.0913,6,87.657,0,50.9777,0,0.0,0,0.5972319752677487,0.9678370321298444,0.0,0.5815588030619346
Chhattisgarh,PMGSY-III,15,159.505,0,85.94025,15,159.165,0,74.2225,0,0.0,0,0.5387934547506348,0.9978684053791417,0.0,0.4663242547042377
Chhattisgarh,PM-JANMAN,12,13.8,0,93.0606,0,0.0,0,0.0,12,13.8,0,6.743521739130434,0.0,0.0,0.0
Chhattisgarh,PMGSY-I,165,724.402,0,222.918,165,698.381,0,233.7562,0,0.0,0,0.3077269251051212,0.964079337163619,0.0,0.3347115686136937
Chhattisgarh,PMGSY-II,6,65.62,0,53.4757,6,65.62,0,47.6639,0,0.0,0,0.8149298994209082,1.0,0.0,0.7263623895153916
Chhattisgarh,PMGSY-III,13,133.81,1,101.17747,13,135.001,0,90.5328,0,0.0,1,0.7561278678723563,1.0089006800687543,0.0,0.6706083658639564
Chhattisgarh,PM-JANMAN,2,3.9,0,93.0606,0,0.0,0,0.0,2,3.9,0,23.861692307692305,0.0,0.0,0.0
Chhattisgarh,PMGSY-I,94,344.835,1,191.55853,92,335.065,1,187.456,2,10.0,0,0.555507793582438,0.9716676091464034,1.0,0.5594615970035665
Chhattisgarh,PMGSY-II,1,5.5,0,3.4768,1,5.5,0,3.8081,0,0.0,0,0.6321454545454546,1.0,0.0,0.6923818181818182
Chhattisgarh,RCPLWEA,10,123.4,8,117.1387,0,7.0,1,24.6696,10,116.4,7,0.9492601296596433,0.05672609400324149,0.125,3.5242285714285715
Chhattisgarh,PMGSY-III,1,10.0,0,10.1972,1,10.0,0,9.4707,0,0.0,0,1.01972,1.0,0.0,0.9470700000000001
Chhattisgarh,PM-JANMAN,16,62.486,0,93.0606,0,0.0,0,0.0,16,62.486,0,1.4893032039176775,0.0,0.0,0.0
Chhattisgarh,PMGSY-I,483,1958.525,22,644.18408,483,1897.231,22,594.0403,0,0.0,0,0.32891287065521246,0.9687039991830586,1.0,0.31310910479535703
Chhattisgarh,PMGSY-II,14,178.596,0,110.8773,14,173.9,0,91.1443,0,0.0,0,0.62082745414231,0.973706018051916,0.0,0.5241190339275446
Chhattisgarh,PMGSY-III,24,307.175,0,160.605,24,306.853,0,138.8714,0,0.0,0,0.5228452836331081,0.9989517376088549,0.0,0.4525665383750525
Chhattisgarh,PM-JANMAN,5,6.88,0,93.0606,0,0.0,0,0.0,5,6.88,0,13.52625,0.0,0.0,0.0
Chhattisgarh,PMGSY-I,85,371.155,1,114.48731,85,353.042,1,104.6007,0,0.0,0,0.3084622597028196,0.9511982864301977,1.0,0.2962840115340385
Chhattisgarh,PMGSY-II,2,25.9,0,19.9851,2,22.867,0,14.1782,0,0.0,0,0.7716254826254826,0.882895752895753,0.0,0.620028862553024
Chhattisgarh,PMGSY-III,11,85.601,0,55.325,11,85.367,0,43.667,0,0.0,0,0.6463125430777679,0.9972663870749174,0.0,0.5115208452915061
Chhattisgarh,PMGSY-I,734,2597.244,16,819.24598,733,2496.41,16,820.9473,1,9.735,0,0.31542896239244367,0.9611765394394981,1.0,0.3288511502517616
Chhattisgarh,PMGSY-II,19,187.87,0,125.48176,19,184.96,0,109.8181,0,0.0,0,0.6679180284239101,0.9845105658167882,0.0,0.5937397275086505
Chhattisgarh,RCPLWEA,54,415.825,22,308.05882,38,352.004,5,204.3745,16,55.25,17,0.7408376600733483,0.8465195695304516,0.22727272727272727,0.5806027772411677
Chhattisgarh,PMGSY-III,45,411.75,8,281.27206,45,404.569,8,224.372,0,0.0,0,0.6831136854887675,0.9825598057073467,1.0,0.5545951370470797
Chhattisgarh,PM-JANMAN,13,33.425,0,93.0606,0,0.0,0,0.0,13,33.425,0,2.784161555721765,0.0,0.0,0.0
Chhattisgarh,PMGSY-I,223,1085.595,1,424.92455,148,824.825,1,346.1501,75,255.8,0,0.39142087979403,0.7597907138481662,1.0,0.4196648986148577
Chhattisgarh,PMGSY-II,1,40.4,0,22.0983,1,40.4,0,20.47,0,0.0,0,0.5469876237623762,1.0,0.0,0.5066831683168317
Chhattisgarh,RCPLWEA,46,452.555,0,257.6045,10,154.225,0,105.635,36,298.33,0,0.5692225254388968,0.34078730762006826,0.0,0.6849408331982494
Chhattisgarh,PMGSY-III,6,77.05,0,42.1025,6,76.35,0,32.5968,0,0.0,0,0.5464308890330954,0.990914990266061,0.0,0.4269390962671906
Chhattisgarh,PMGSY-I,260,1382.34,21,394.1963,260,1347.021,21,399.0667,0,0.0,0,0.2851659504897493,0.9744498459134512,1.0,0.2962587071767998
Chhattisgarh,PMGSY-II,4,64.15,0,40.1638,4,63.862,0,27.7811,0,0.0,0,0.6260919719407638,0.995510522213562,0.0,0.43501769440355764
Chhattisgarh,PMGSY-III,21,293.33,11,207.60849,21,293.12,0,169.7432,0,0.0,11,0.7077642586847578,0.999284082773668,0.0,0.5790911572052402
Chhattisgarh,PMGSY-I,327,1531.09,28,458.0023,327,1483.911,27,484.3906,0,0.0,1,0.29913479939128335,0.96918600474172,0.9642857142857143,0.3264283370094298
Chhattisgarh,PMGSY-II,6,81.95,0,49.1598,6,81.735,0,42.852,0,0.0,0,0.599875533862111,0.9973764490543013,0.0,0.5242796843457515
Chhattisgarh,PMGSY-III,16,184.854,4,108.7031,16,183.049,0,87.9022,0,0.0,4,0.5880484057688771,0.9902355372347906,0.0,0.48021130954006847
Chhattisgarh,PM-JANMAN,51,189.402,0,93.0606,0,0.0,0,0.0,51,189.402,0,0.4913390566097507,0.0,0.0,0.0
Goa,PMGSY-I,39,69.87,0,4.6652,39,69.35,0,0.0,0,0.0,0,0.0667697151853442,0.9925576069843994,0.0,0.0
Goa,PMGSY-I,31,85.98,0,6.8733,31,85.98,0,0.0,0,0.0,0,0.0799406838799721,1.0,0.0,0.0
Gujarat,PMGSY-I,113,376.194,3,86.3174,113,376.192,3,84.6569,0,0.0,0,0.22944916718501626,0.999994683594103,1.0,0.22503641757400475
Gujarat,PMGSY-II,3,33.48,0,20.5836,3,33.48,0,16.718,0,0.0,0,0.6148028673835126,1.0,0.0,0.4993428912783752
Gujarat,PMGSY-III,4,39.145,3,54.86285,4,37.846,0,15.8179,0,0.0,3,1.4015289308979435,0.9668156852727039,0.0,0.4179543412778101
Gujarat,PMGSY-I,69,252.19,0,29.7638,69,247.64,0,31.464,0,0.0,0,0.11802133312185258,0.9819580475038661,0.0,0.12705540300436116
Gujarat,PMGSY-II,4,32.24,0,8.7458,4,32.24,0,9.065,0,0.0,0,0.2712717121588089,1.0,0.0,0.28117245657568235
Gujarat,PMGSY-III,9,76.591,0,44.27979,8,70.117,0,34.3497,1,6.588,0,0.5781330704651982,0.9154730973613089,0.0,0.48989118188171193
Gujarat,PMGSY-I,245,523.83,0,103.4697,245,524.25,0,108.0646,0,0.0,0,0.19752534219116888,1.0008017868392416,0.0,0.2061318073438245
Gujarat,PMGSY-II,7,55.56,0,35.7655,7,55.421,0,33.2326,0,0.0,0,0.643727501799856,0.9974982001439884,0.0,0.5996391259630826
Gujarat,PMGSY-III,9,87.41,4,53.87667,9,86.78,0,26.8264,0,0.0,4,0.6163673492735385,0.9927925866605652,0.0,0.3091311362064992
Gujarat,PMGSY-I,196,517.8,1,132.5029,196,513.42,1,139.2369,0,0.0,0,0.25589590575511784,0.9915411355735806,1.0,0.2711949281290172
Gujarat,PMGSY-II,1,9.0,0,4.9002,1,9.0,0,4.2387,0,0.0,0,0.5444666666666667,1.0,0.0,0.47096666666666664
Gujarat,PMGSY-III,9,105.14,15,127.47171,6,86.72,0,46.2868,3,18.42,15,1.2123997527106716,0.8248050218755945,0.0,0.53375
Gujarat,PMGSY-I,221,581.105,0,167.7729,221,571.986,0,169.3812,0,0.0,0,0.2887135715576359,0.9843074831570886,0.0,0.2961282269146448
Gujarat,PMGSY-II,4,63.64,0,32.2719,4,60.86,0,27.6393,0,0.0,0,0.5071008799497172,0.9563167818981773,0.0,0.4541455800197174
Gujarat,PMGSY-III,19,187.94,4,114.42566,12,167.25,0,50.8189,7,19.51,4,0.6088414387570501,0.889911673938491,0.0,0.30384992526158444
Gujarat,PMGSY-I,44,168.47,0,41.534,44,166.88,0,48.5185,0,0.0,0,0.24653647533685522,0.9905621178844898,0.0,0.29073885426653884
Gujarat,PMGSY-II,4,44.6,0,25.132,4,44.6,0,20.8079,0,0.0,0,0.5634977578475336,1.0,0.0,0.46654484304932736
Gujarat,PMGSY-III,8,84.667,1,53.37982,3,28.572,0,28.662,5,55.947,1,0.6304678328038079,0.33746323833370734,0.0,1.00314993700126
Gujarat,PMGSY-I,59,147.345,0,24.7903,59,144.845,0,26.2212,0,0.0,0,0.16824663205402285,0.9830330177474634,0.0,0.18102937622976284
Gujarat,PMGSY-II,4,52.08,0,24.4094,4,52.08,0,16.5053,0,0.0,0,0.4686904761904762,1.0,0.0,0.31692204301075266
Gujarat,PMGSY-III,11,99.063,6,77.9801,9,81.756,0,27.8263,2,17.8,6,0.7871768470569233,0.8252929953665848,0.0,0.3403578942218308
Gujarat,PMGSY-I,26,79.435,0,12.7498,26,79.44,0,15.3514,0,0.0,0,0.16050607414867502,1.000062944545855,0.0,0.19324521651560927
Gujarat,PMGSY-III,3,20.364,0,9.87661,3,19.38,0,6.4306,0,0.0,0,0.4850034374386171,0.951679434295816,0.0,0.33181630546955626
Gujarat,PMGSY-I,75,256.005,1,81.7572,75,253.505,1,87.9262,0,0.0,0,0.3193578250424796,0.9902345657311381,1.0,0.346842074120826
Gujarat,PMGSY-II,4,41.27,0,26.5907,4,41.27,0,25.5476,0,0.0,0,0.6443106372667796,1.0,0.0,0.6190356190937727
Gujarat,PMGSY-III,7,74.244,5,62.5979,7,73.63,0,43.9234,0,0.0,5,0.843137492591994,0.991729971445504,0.0,0.5965421703110145
Gujarat,PMGSY-I,744,1541.0,0,418.9183,744,1517.585,0,426.5685,0,0.0,0,0.2718483452303699,0.9848053212199871,0.0,0.2810837613708622
Gujarat,PMGSY-II,6,58.61,9,58.569,6,58.55,9,44.4139,0,0.0,0,0.9993004606722403,0.9989762839105955,1.0,0.7585636208368916
Gujarat,PMGSY-III,13,161.486,9,137.00261,12,148.926,0,74.3707,1,12.0,9,0.8483869189898815,0.9222223598330506,0.0,0.49938022910707336
Gujarat,PMGSY-I,20,150.72,0,43.6524,20,150.014,0,46.8724,0,0.0,0,0.28962579617834394,0.9953158174097665,0.0,0.31245350433959496
Gujarat,PMGSY-II,2,17.31,0,9.9084,2,17.31,0,9.4611,0,0.0,0,0.5724090121317158,1.0,0.0,0.5465684575389949
Gujarat,PMGSY-III,2,22.756,4,36.645,2,22.756,0,20.7402,0,0.0,4,1.6103445245210055,1.0,0.0,0.9114167692037265
Gujarat,PMGSY-I,36,130.57,6,24.3744,36,130.57,6,23.1032,0,0.0,0,0.1866768783028261,1.0,1.0,0.17694110438845065
Gujarat,PMGSY-II,1,8.8,0,4.9974,1,8.8,0,3.7629,0,0.0,0,0.5678863636363636,1.0,0.0,0.4276022727272727
Gujarat,PMGSY-III,7,71.917,7,51.44682,0,4.0,0,2.7555,7,67.917,7,0.7153638221839065,0.05561967267822629,0.0,0.688875
Gujarat,PMGSY-I,28,54.19,0,7.6,28,53.71,0,8.3398,0,0.0,0,0.1402472780955896,0.9911422771729101,0.0,0.1552746229752374
Gujarat,PMGSY-II,3,25.9,0,15.2805,3,25.725,0,7.7274,0,0.0,0,0.589980694980695,0.9932432432432433,0.0,0.3003848396501458
Gujarat,PMGSY-III,7,69.38,1,43.20693,7,67.608,0,31.6639,0,0.0,1,0.6227577111559528,0.9744594984145288,0.0,0.46834546207549405
Gujarat,PMGSY-I,16,59.95,0,6.9858,16,55.95,0,7.3528,0,0.0,0,0.11652710592160133,0.9332777314428691,0.0,0.1314173369079535
Gujarat,PMGSY-II,4,34.95,0,17.3059,4,34.95,0,15.4848,0,0.0,0,0.4951616595135908,1.0,0.0,0.44305579399141626
Gujarat,PMGSY-III,4,36.421,0,24.52559,4,34.001,0,22.4871,0,0.0,0,0.6733914499876446,0.9335548172757474,0.0,0.6613658421811124
Gujarat,PMGSY-I,72,243.655,0,33.8307,72,239.925,0,32.6411,0,0.0,0,0.1388467300075927,0.9846914694958036,0.0,0.1360470980514744
Gujarat,PMGSY-II,5,56.6,0,31.8873,5,56.2,0,22.6223,0,0.0,0,0.5633798586572438,0.9929328621908128,0.0,0.40253202846975084
Gujarat,PMGSY-III,10,110.556,0,57.32175,5,78.433,0,34.6694,5,31.417,0,0.5184861065885162,0.7094413690799234,0.0,0.4420256779671822
Gujarat,PMGSY-I,25,63.97,0,8.5666,25,63.77,0,9.2885,0,0.0,0,0.13391589807722368,0.9968735344692825,0.0,0.1456562647012702
Gujarat,PMGSY-II,2,18.1,0,7.4665,2,18.1,0,5.7157,0,0.0,0,0.41251381215469607,1.0,0.0,0.3157845303867403
Gujarat,PMGSY-III,12,128.809,3,80.71202,8,112.894,0,51.7514,4,14.855,3,0.6266023336878634,0.8764449689074522,0.0,0.458407001257817
Gujarat,PMGSY-I,206,391.38,0,73.4151,206,389.05,0,80.8753,0,0.0,0,0.18758010118043844,0.9940467065256273,0.0,0.20787893586942552
Gujarat,PMGSY-II,3,42.39,4,38.3096,3,42.47,4,28.7472,0,0.0,0,0.9037414484548243,1.0018872375560273,1.0,0.6768825052978573
Gujarat,PMGSY-III,14,129.955,0,81.17447,14,129.592,0,75.1846,0,0.0,0,0.6246352198838059,0.9972067254049479,0.0,0.5801638990061114
Gujarat,PMGSY-I,129,757.26,0,213.4558,129,755.43,0,222.4805,0,0.0,0,0.281879143226897,0.9975833927581015,0.0,0.29450842566485314
Gujarat,PMGSY-II,4,57.24,0,43.8796,4,57.24,0,34.9572,0,0.0,0,0.7665897973445144,1.0,0.0,0.610712788259958
Gujarat,PMGSY-III,16,160.1,48,206.61621,14,143.384,0,76.5418,2,15.3,48,1.2905447220487196,0.8955902560899437,0.0,0.5338238576131228
Gujarat,PMGSY-I,326,744.42,0,215.8648,326,742.799,0,242.3078,0,0.0,0,0.28997716342924695,0.9978224658123103,0.0,0.3262091090591129
Gujarat,PMGSY-II,2,31.4,2,22.6813,2,30.63,2,17.9586,0,0.0,0,0.7223343949044586,0.9754777070063695,1.0,0.5863075416258571
Gujarat,PMGSY-III,12,108.16,1,66.19975,11,96.16,0,57.1109,1,11.2,1,0.612053901627219,0.8890532544378699,0.0,0.5939153494176374
Gujarat,PMGSY-I,67,131.01,0,23.2268,67,131.01,0,22.0738,0,0.0,0,0.17729028318448975,1.0,0.0,0.16848942828791696
Gujarat,PMGSY-II,4,56.46,0,39.3364,4,56.46,0,30.9787,0,0.0,0,0.6967127169677647,1.0,0.0,0.5486840240878498
Gujarat,PMGSY-III,12,109.792,0,62.84179,12,102.088,0,45.0699,0,0.0,0,0.5723713020985136,0.9298309530749052,0.0,0.44148087924143875
Gujarat,PMGSY-I,42,98.4,0,12.2879,42,96.47,0,13.2127,0,0.0,0,0.1248770325203252,0.9803861788617886,0.0,0.13696174976676687
Gujarat,PMGSY-II,1,17.4,4,10.6342,1,16.11,4,8.789,0,0.0,0,0.6111609195402299,0.9258620689655173,1.0,0.5455617628801986
Gujarat,PMGSY-III,9,86.278,2,55.81509,8,80.0,0,35.4733,1,6.274,2,0.6469214631771714,0.9272352163935186,0.0,0.44341625
Gujarat,PMGSY-I,74,271.39,3,78.4196,74,271.07,3,85.5156,0,0.0,0,0.2889553778694867,0.998820885073142,1.0,0.31547423174825695
Gujarat,PMGSY-II,2,28.3,5,25.8357,2,28.28,5,22.106,0,0.0,0,0.9129222614840989,0.9992932862190813,1.0,0.7816831683168317
Gujarat,PMGSY-III,8,83.397,3,50.8225,7,83.383,0,30.7557,1,0.008,3,0.6094044150269193,0.9998321282540138,0.0,0.36884856625451234
Gujarat,PMGSY-I,222,448.7,0,105.8405,222,448.645,0,104.1331,0,0.0,0,0.2358825495876978,0.9998774236683753,0.0,0.2321057851976507
Gujarat,PMGSY-II,4,27.07,0,15.2419,4,27.074,0,13.2753,0,0.0,0,0.5630550424824529,1.0001477650535648,0.0,0.490333899682352
Gujarat,PMGSY-III,8,61.59,6,86.0764,8,62.59,0,46.5993,0,0.0,6,1.3975710342588084,1.0162364020133139,0.0,0.7445166959578207
Gujarat,PMGSY-I,392,809.77,1,221.7344,392,795.94,1,233.123,0,0.0,0,0.2738239253121257,0.9829210763550145,1.0,0.29289016760057285
Gujarat,PMGSY-II,4,40.26,0,25.9157,4,40.26,0,23.3817,0,0.0,0,0.6437083954297069,1.0,0.0,0.5807675111773473
Gujarat,PMGSY-III,11,101.73,8,108.88015,11,101.53,0,61.6056,0,0.0,8,1.070285559815197,0.9980340115993316,0.0,0.6067723825470305
Gujarat,PMGSY-I,76,175.4,0,42.1409,76,174.097,0,40.2023,0,0.0,0,0.24025598631698974,0.9925712656784492,0.0,0.23091897045899698
Gujarat,PMGSY-II,4,34.8,0,25.5796,4,34.8,0,19.264,0,0.0,0,0.7350459770114943,1.0,0.0,0.5535632183908046
Gujarat,PMGSY-III,9,93.808,0,55.85623,4,45.158,0,20.8841,5,48.65,0,0.595431413099096,0.48138751492410026,0.0,0.4624673369059746
Gujarat,PMGSY-I,21,61.12,0,7.5072,21,61.02,0,7.6499,0,0.0,0,0.12282722513089006,0.9983638743455499,0.0,0.1253670927564733
Gujarat,PMGSY-II,2,12.3,0,3.9311,2,12.3,0,3.7854,0,0.0,0,0.31960162601626013,1.0,0.0,0.3077560975609756
Gujarat,PMGSY-III,2,23.15,0,10.6139,2,23.15,0,10.9132,0,0.0,0,0.45848380129589633,1.0,0.0,0.4714125269978402
Gujarat,PMGSY-I,28,80.79,0,13.4673,28,77.24,0,13.7533,0,0.0,0,0.1666951355365763,0.9560589181829433,0.0,0.17805929570170898
Gujarat,PMGSY-II,3,44.2,0,18.448,3,40.85,0,14.2535,0,0.0,0,0.4173755656108597,0.92420814479638,0.0,0.3489228886168911
Gujarat,PMGSY-III,9,103.148,11,93.50779,8,101.481,0,45.1834,1,1.549,11,0.9065400201651995,0.9838387559623065,0.0,0.445239995664213
Gujarat,PMGSY-I,149,458.49,1,99.5148,149,444.84,1,96.7314,0,0.0,0,0.21704900870247987,0.9702283583066151,1.0,0.21745211761532235
Gujarat,PMGSY-II,5,56.43,9,49.6961,5,56.43,9,33.5175,0,0.0,0,0.8806680843522949,1.0,1.0,0.5939659755449229
Gujarat,PMGSY-III,11,122.718,4,85.35459,11,121.905,0,54.2014,0,0.0,4,0.6955343959321371,0.9933750550041559,0.0,0.4446199909765801
Gujarat,PM-JANMAN,2,1.55,0,93.0606,0,0.0,0,0.0,2,1.55,0,60.039096774193546,0.0,0.0,0.0
Gujarat,PMGSY-I,155,443.89,0,103.6383,155,436.02,0,106.1618,0,0.0,0,0.2334774381040348,0.9822703823019217,0.0,0.24347919820191735
Gujarat,PMGSY-II,6,53.89,3,34.6008,6,53.89,3,30.3906,0,0.0,0,0.6420634626090184,1.0,1.0,0.5639376507700872
Gujarat,PMGSY-III,12,100.895,11,99.09984,12,98.903,0,52.6672,0,0.0,11,0.9822076416076119,0.9802567025125131,0.0,0.5325136750149135
Gujarat,PMGSY-I,44,183.96,1,22.626,44,183.66,1,25.0197,0,0.0,0,0.12299412915851272,0.9983692106979778,1.0,0.13622835674616138
Gujarat,PMGSY-II,4,48.55,0,15.0042,4,48.65,0,12.7691,0,0.0,0,0.30904634397528324,1.0020597322348095,0.0,0.26246865364850974
Gujarat,PMGSY-III,13,138.9,22,122.08538,13,137.925,0,64.8623,0,0.0,22,0.8789444204463642,0.9929805615550756,0.0,0.4702722494109117
Gujarat,PMGSY-I,189,460.005,2,161.0557,189,459.807,2,167.5964,0,0.0,0,0.3501172813338986,0.9995695698959794,1.0,0.36449292855480664
Gujarat,PMGSY-II,2,33.4,4,36.3583,2,33.7,4,33.3447,0,0.0,0,1.0885718562874251,1.0089820359281438,1.0,0.9894569732937686
Gujarat,PMGSY-III,6,44.94,9,43.36424,6,44.783,0,24.8673,0,0.0,9,0.9649363595905653,0.9965064530485092,0.0,0.55528437130161
Gujarat,PMGSY-I,33,88.325,0,12.3664,33,88.12,0,13.5241,0,0.0,0,0.14001018964053213,0.997679026323238,0.0,0.15347367226509306
Gujarat,PMGSY-II,3,33.02,0,18.4555,3,33.02,0,15.1429,0,0.0,0,0.5589188370684434,1.0,0.0,0.4585978195033312
Gujarat,PMGSY-III,8,83.465,0,52.2316,8,81.941,0,46.6179,0,0.0,0,0.625790451087282,0.9817408494578566,0.0,0.5689203207185658
Gujarat,PMGSY-I,271,784.585,29,245.0476,271,752.133,29,254.6429,0,0.0,0,0.31232766366932835,0.9586380060796472,1.0,0.33856099918498456
Gujarat,PMGSY-II,2,11.06,0,5.991,2,11.06,0,6.8492,0,0.0,0,0.5416817359855334,1.0,0.0,0.6192766726943941
Gujarat,PMGSY-III,10,87.453,4,59.18251,10,84.246,0,48.8712,0,0.0,4,0.6767350462534161,0.9633288737950669,0.0,0.5801011323979774
